Date,Dry Length (River Miles),Upstream Dry River Mile,Downstream Dry River Mile
08/30/2013,0.50,133.50,133.00
08/31/2013,9.50,83.50,74.00
09/01/2013,15.00,89.00,74.00
09/02/2013,18.50,92.50,74.00
09/03/2013,15.00,89.00,74.00
09/04/2013,17.50,91.50,74.00
09/05/2013,23.50,97.50,74.00
09/06/2013,23.50,97.50,74.00
09/07/2013,13.50,87.50,74.00
09/08/2013,2.50,135.50,133.00
09/09/2013,2.50,135.50,133.00
09/10/2013,2.50,135.50,133.00
09/11/2013,4.00,156.00,152.00
06/19/2014,0.50,74.50,74.00
06/20/2014,1.50,75.50,74.00
06/21/2014,6.00,80.00,74.00
06/22/2014,6.00,80.00,74.00
06/23/2014,8.00,82.00,74.00
06/24/2014,9.50,83.50,74.00
06/25/2014,11.50,85.50,74.00
06/26/2014,12.50,86.50,74.00
06/27/2014,14.00,88.00,74.00
06/28/2014,15.50,89.50,74.00
06/29/2014,16.00,90.00,74.00
06/30/2014,17.00,91.00,74.00
07/01/2014,18.00,92.00,74.00
07/02/2014,19.00,93.00,74.00
07/03/2014,19.50,93.50,74.00
07/04/2014,20.00,94.00,74.00
07/05/2014,21.00,95.00,74.00
07/06/2014,19.50,93.50,74.00
07/07/2014,17.50,91.50,74.00
07/08/2014,15.50,89.50,74.00
07/09/2014,13.00,87.00,74.00
07/10/2014,12.00,86.00,74.00
07/11/2014,15.00,89.00,74.00
07/26/2014,2.50,76.50,74.00
07/27/2014,5.50,79.50,74.00
07/28/2014,4.00,88.00,84.00
07/29/2014,4.00,88.00,84.00
07/30/2014,16.00,90.00,74.00
09/06/2014,10.00,84.00,74.00
09/07/2014,10.50,84.50,74.00
09/08/2014,12.50,86.50,74.00
09/09/2014,12.50,86.50,74.00
09/10/2014,19.50,93.50,74.00
09/11/2014,19.50,93.50,74.00
09/12/2014,19.50,93.50,74.00
09/13/2014,20.50,94.50,74.00
09/14/2014,21.50,95.50,74.00
09/15/2014,21.50,95.50,74.00
09/16/2014,1.50,154.00,152.50
09/25/2014,0.50,153.00,152.50
09/26/2014,2.00,154.50,152.50
09/27/2014,3.00,155.00,152.00
09/28/2014,2.00,154.50,152.50
09/29/2014,2.00,154.50,152.50
09/30/2014,2.00,154.50,152.50
10/01/2014,2.00,154.50,152.50
10/02/2014,2.00,154.50,152.50
10/03/2014,2.00,154.50,152.50
10/04/2014,2.00,154.50,152.50
10/05/2014,2.00,154.50,152.50
10/06/2014,2.50,76.50,74.00
10/07/2014,2.50,76.50,74.00
10/08/2014,5.00,79.00,74.00
10/09/2014,4.50,78.50,74.00
10/10/2014,2.00,154.50,152.50
10/11/2014,2.00,154.50,152.50
09/10/2015,0.00,153.00,153.00
09/11/2015,1.00,153.50,152.50
09/12/2015,3.00,87.50,84.50
09/13/2015,0.00,90.50,90.50
09/14/2015,5.00,89.50,84.50
09/15/2015,0.00,92.00,92.00
09/16/2015,0.00,94.50,94.50
09/17/2015,0.00,94.50,94.50
09/18/2015,0.00,94.50,94.50
09/19/2015,1.50,75.50,74.00
09/20/2015,1.50,75.50,74.00
09/21/2015,1.50,75.50,74.00
09/22/2015,1.50,75.50,74.00
09/23/2015,1.50,75.50,74.00
09/24/2015,1.50,75.50,74.00
09/25/2015,1.50,75.50,74.00
09/26/2015,1.50,75.50,74.00
09/27/2015,1.50,75.50,74.00
09/28/2015,1.50,75.50,74.00
09/29/2015,1.50,75.50,74.00
09/30/2015,1.50,75.50,74.00
10/01/2015,1.50,75.50,74.00
10/02/2015,1.50,75.50,74.00
10/03/2015,1.50,75.50,74.00
10/04/2015,1.50,75.50,74.00
10/05/2015,1.50,75.50,74.00
10/06/2015,1.50,75.50,74.00
10/07/2015,1.50,75.50,74.00
10/08/2015,1.50,75.50,74.00
10/09/2015,1.50,75.50,74.00
10/10/2015,3.00,155.50,152.50
10/11/2015,3.00,155.50,152.50
10/12/2015,3.00,155.50,152.50
10/13/2015,3.00,155.50,152.50
10/14/2015,3.00,155.50,152.50
10/15/2015,3.00,155.50,152.50
10/16/2015,3.00,155.50,152.50
10/17/2015,4.00,156.50,152.50
10/18/2015,2.00,86.50,84.50
10/19/2015,3.50,156.00,152.50
10/20/2015,3.50,156.00,152.50
10/21/2015,2.00,154.50,152.50
07/12/2016,6.50,80.50,74.00
07/13/2016,8.00,82.00,74.00
07/14/2016,9.00,83.00,74.00
07/15/2016,12.00,86.00,74.00
07/16/2016,14.00,88.00,74.00
07/17/2016,16.00,90.00,74.00
07/18/2016,17.00,91.00,74.00
07/19/2016,17.00,91.00,74.00
07/20/2016,18.00,92.00,74.00
07/21/2016,16.00,90.00,74.00
07/22/2016,16.00,90.00,74.00
07/23/2016,16.00,90.00,74.00
07/24/2016,16.00,90.00,74.00
07/25/2016,16.00,90.00,74.00
07/26/2016,16.00,90.00,74.00
07/27/2016,18.00,92.00,74.00
07/28/2016,18.00,92.00,74.00
07/29/2016,18.00,92.00,74.00
07/30/2016,17.50,91.50,74.00
07/31/2016,17.50,91.50,74.00
08/01/2016,20.00,94.00,74.00
08/02/2016,9.00,83.00,74.00
08/03/2016,6.00,80.00,74.00
08/04/2016,6.00,80.00,74.00
08/05/2016,6.00,80.00,74.00
08/31/2016,0.50,153.50,153.00
09/01/2016,0.00,154.50,154.50
09/02/2016,3.50,156.00,152.50
09/03/2016,4.50,157.00,152.50
09/04/2016,4.00,156.50,152.50
09/05/2016,4.50,157.00,152.50
09/06/2016,11.00,85.00,74.00
09/07/2016,8.00,82.00,74.00
09/08/2016,2.50,155.00,152.50
09/09/2016,9.00,83.00,74.00
09/10/2016,9.00,83.00,74.00
09/11/2016,10.00,84.00,74.00
09/12/2016,7.50,81.50,74.00
09/13/2016,7.00,81.00,74.00
09/14/2016,8.50,82.50,74.00
09/15/2016,7.50,81.50,74.00
09/16/2016,7.50,81.50,74.00
09/17/2016,7.50,81.50,74.00
09/18/2016,6.00,80.00,74.00
09/19/2016,8.00,82.00,74.00
09/20/2016,8.00,82.00,74.00
09/21/2016,8.00,82.00,74.00
09/22/2016,8.00,82.00,74.00
09/23/2016,8.00,82.00,74.00
09/24/2016,10.00,84.00,74.00
09/25/2016,13.50,87.50,74.00
09/26/2016,13.00,87.00,74.00
09/30/2016,4.50,78.50,74.00
10/01/2016,4.00,78.00,74.00
10/02/2016,6.50,80.50,74.00
10/03/2016,6.50,80.50,74.00
10/04/2016,7.50,81.50,74.00
10/05/2016,7.50,81.50,74.00
10/06/2016,7.00,81.00,74.00
10/07/2016,7.00,81.00,74.00
10/08/2016,7.00,81.00,74.00
10/09/2016,7.00,81.00,74.00
10/12/2016,3.50,155.00,151.50
10/13/2016,4.50,156.00,151.50
10/14/2016,4.50,156.00,151.50
10/15/2016,4.00,156.00,152.00
10/16/2016,3.50,77.50,74.00
10/17/2016,0.00,74.00,74.00
10/18/2016,3.50,156.00,152.50
10/19/2016,0.00,74.00,74.00
10/20/2016,3.50,156.00,152.50
10/21/2016,3.50,156.00,152.50
10/22/2016,0.00,74.00,74.00
10/23/2016,0.50,74.50,74.00
10/24/2016,2.50,76.50,74.00
10/25/2016,0.00,74.00,74.00
10/26/2016,3.00,156.00,153.00
10/27/2016,3.00,156.00,153.00
10/28/2016,0.00,75.00,75.00
10/29/2016,0.00,74.00,74.00
10/30/2016,4.50,78.50,74.00
10/31/2016,2.00,76.00,74.00
07/09/2017,1.40,80.60,79.20
07/10/2017,2.30,81.50,79.20
07/11/2017,4.00,83.20,79.20
07/12/2017,7.10,83.50,76.40
07/13/2017,7.80,85.00,77.20
07/14/2017,9.30,85.50,76.20
07/15/2017,9.60,85.80,76.20
07/16/2017,8.90,85.10,76.20
07/17/2017,11.60,87.80,76.20
07/18/2017,12.70,88.90,76.20
07/19/2017,12.50,88.70,76.20
07/20/2017,12.70,88.90,76.20
07/21/2017,12.60,88.80,76.20
07/22/2017,12.40,88.60,76.20
07/23/2017,7.00,83.20,76.20
07/24/2017,8.70,84.90,76.20
07/25/2017,12.40,86.30,73.90
07/26/2017,14.00,87.90,73.90
07/27/2017,13.30,87.20,73.90
07/28/2017,15.10,89.00,73.90
07/29/2017,15.70,89.60,73.90
07/30/2017,8.00,81.90,73.90
07/31/2017,1.70,75.60,73.90
08/20/2017,2.90,82.00,79.10
08/21/2017,8.30,82.10,73.80
08/22/2017,6.60,80.40,73.80
08/23/2017,9.50,83.30,73.80
08/24/2017,1.40,75.20,73.80
08/25/2017,5.00,78.80,73.80
08/26/2017,6.10,79.90,73.80
08/27/2017,8.20,82.00,73.80
08/28/2017,9.00,82.80,73.80
08/29/2017,6.60,80.40,73.80
08/30/2017,3.30,77.10,73.80
08/31/2017,6.60,80.40,73.80
09/01/2017,6.70,80.50,73.80
09/02/2017,6.10,79.90,73.80
09/03/2017,7.70,81.50,73.80
09/04/2017,7.80,81.60,73.80
09/05/2017,7.40,81.20,73.80
09/06/2017,7.50,81.30,73.80
09/07/2017,11.00,84.80,73.80
09/08/2017,12.20,86.00,73.80
09/09/2017,15.50,89.30,73.80
09/10/2017,17.90,91.70,73.80
09/11/2017,20.30,94.10,73.80
09/12/2017,21.30,95.10,73.80
09/13/2017,21.30,95.10,73.80
09/14/2017,20.70,94.50,73.80
09/15/2017,20.70,94.50,73.80
09/16/2017,20.40,94.20,73.80
09/17/2017,20.00,93.80,73.80
09/18/2017,19.70,93.50,73.80
09/19/2017,19.50,93.30,73.80
09/20/2017,19.40,93.20,73.80
09/21/2017,19.60,93.40,73.80
09/22/2017,19.00,92.80,73.80
09/23/2017,18.90,92.70,73.80
09/24/2017,18.90,92.70,73.80
09/25/2017,18.80,92.60,73.80
09/26/2017,18.70,92.50,73.80
09/27/2017,18.50,92.30,73.80
09/28/2017,12.30,86.10,73.80
04/01/2018,0.50,74.50,74.00
04/02/2018,2.30,76.30,74.00
04/03/2018,3.40,77.40,74.00
04/04/2018,7.80,81.80,74.00
04/05/2018,9.10,83.10,74.00
04/06/2018,9.10,83.10,74.00
04/07/2018,9.90,83.90,74.00
04/08/2018,11.80,85.80,74.00
04/09/2018,12.90,86.90,74.00
04/10/2018,14.00,88.00,74.00
04/11/2018,14.20,88.20,74.00
04/12/2018,14.80,88.80,74.00
04/13/2018,15.10,89.10,74.00
04/14/2018,15.10,89.10,74.00
04/15/2018,14.50,88.50,74.00
04/16/2018,14.80,88.80,74.00
04/17/2018,14.80,88.80,74.00
04/18/2018,15.10,89.10,74.00
04/19/2018,15.00,89.00,74.00
04/20/2018,15.60,89.60,74.00
04/21/2018,15.30,89.30,74.00
04/22/2018,15.20,89.20,74.00
04/23/2018,15.10,89.10,74.00
04/24/2018,14.80,88.80,74.00
04/25/2018,15.60,89.60,74.00
04/26/2018,15.70,89.70,74.00
04/27/2018,16.80,90.80,74.00
04/28/2018,17.50,91.50,74.00
04/29/2018,18.10,92.10,74.00
04/30/2018,18.90,92.90,74.00
05/01/2018,19.00,93.00,74.00
05/02/2018,19.20,93.20,74.00
05/03/2018,19.10,93.10,74.00
05/04/2018,18.90,92.90,74.00
05/05/2018,19.10,93.10,74.00
05/06/2018,19.10,93.10,74.00
05/07/2018,19.10,93.10,74.00
05/08/2018,19.20,93.20,74.00
05/09/2018,19.30,93.30,74.00
05/10/2018,19.50,93.50,74.00
05/11/2018,19.70,93.70,74.00
05/12/2018,19.80,93.80,74.00
05/13/2018,20.00,94.00,74.00
05/14/2018,20.00,94.00,74.00
05/15/2018,19.90,93.90,74.00
05/16/2018,20.00,94.00,74.00
05/17/2018,20.30,94.30,74.00
05/18/2018,20.50,94.50,74.00
05/19/2018,20.30,94.30,74.00
05/20/2018,20.40,94.40,74.00
05/21/2018,20.50,94.50,74.00
05/22/2018,13.60,87.60,74.00
05/23/2018,18.20,92.20,74.00
05/24/2018,19.00,93.00,74.00
05/25/2018,19.00,93.00,74.00
05/26/2018,18.60,92.60,74.00
05/27/2018,18.10,92.10,74.00
05/28/2018,18.10,92.10,74.00
05/29/2018,18.70,92.70,74.00
05/30/2018,18.50,92.50,74.00
05/31/2018,1.10,154.60,153.50
06/01/2018,2.30,154.60,152.30
06/02/2018,2.30,154.30,152.00
06/03/2018,2.60,154.60,152.00
06/04/2018,13.80,87.80,74.00
06/05/2018,19.60,93.60,74.00
06/06/2018,19.00,93.00,74.00
06/07/2018,18.90,92.90,74.00
06/08/2018,18.90,92.90,74.00
06/09/2018,0.70,153.60,152.90
06/10/2018,0.00,152.00,152.00
06/11/2018,20.00,94.00,74.00
06/12/2018,20.00,94.00,74.00
06/13/2018,1.40,154.20,152.80
06/14/2018,2.50,154.80,152.30
06/15/2018,2.60,155.00,152.40
06/16/2018,2.40,154.80,152.40
06/17/2018,1.20,153.60,152.40
06/18/2018,19.60,93.60,74.00
06/19/2018,19.40,93.40,74.00
06/20/2018,16.70,90.70,74.00
06/21/2018,18.80,92.80,74.00
06/22/2018,19.50,93.50,74.00
06/23/2018,19.90,93.90,74.00
06/24/2018,21.70,95.70,74.00
06/25/2018,2.70,155.30,152.60
06/26/2018,3.30,155.30,152.00
06/27/2018,3.90,155.60,151.70
06/28/2018,4.40,155.80,151.40
06/29/2018,4.70,155.90,151.20
06/30/2018,4.80,156.00,151.20
07/01/2018,4.80,156.00,151.20
07/02/2018,4.40,155.60,151.20
07/03/2018,3.40,155.90,152.50
07/04/2018,3.50,155.90,152.40
07/05/2018,3.60,156.00,152.40
07/06/2018,3.20,155.60,152.40
07/07/2018,3.80,67.20,63.40
07/08/2018,5.10,68.00,62.90
07/09/2018,6.40,69.20,62.80
07/10/2018,1.90,56.50,54.60
07/11/2018,2.50,57.00,54.50
07/12/2018,2.30,56.80,54.50
07/13/2018,2.20,56.70,54.50
07/14/2018,2.00,56.50,54.50
07/15/2018,2.50,57.00,54.50
07/16/2018,20.00,83.90,63.90
07/17/2018,8.10,71.90,63.80
07/18/2018,1.40,56.10,54.70
07/19/2018,0.90,153.60,152.70
07/20/2018,3.50,155.90,152.40
07/21/2018,2.70,154.80,152.10
07/22/2018,2.90,154.90,152.00
07/23/2018,3.30,155.00,151.70
07/24/2018,2.80,155.20,152.40
07/25/2018,0.80,134.10,133.30
07/26/2018,0.80,134.00,133.20
07/27/2018,1.50,56.00,54.50
08/03/2018,4.40,81.40,77.00
08/04/2018,12.60,88.20,75.60
08/05/2018,11.30,85.30,74.00
08/06/2018,12.40,86.40,74.00
08/07/2018,15.10,89.10,74.00
08/08/2018,17.80,91.80,74.00
08/09/2018,2.40,155.10,152.70
08/10/2018,17.90,91.90,74.00
08/11/2018,19.30,93.30,74.00
08/12/2018,15.30,89.30,74.00
08/13/2018,16.70,90.70,74.00
08/14/2018,10.30,84.30,74.00
08/17/2018,17.60,91.60,74.00
08/18/2018,16.20,90.20,74.00
08/19/2018,18.20,92.20,74.00
08/20/2018,19.30,93.30,74.00
08/21/2018,20.60,94.60,74.00
08/22/2018,16.50,90.50,74.00
09/01/2018,3.90,81.70,77.80
09/03/2018,10.00,84.70,74.70
09/04/2018,12.10,86.00,73.90
09/05/2018,0.00,152.80,152.80
09/06/2018,2.30,154.70,152.40
09/07/2018,4.90,157.30,152.40
09/08/2018,4.80,157.20,152.40
09/09/2018,2.40,154.80,152.40
09/10/2018,2.20,154.60,152.40
09/11/2018,2.10,154.50,152.40
09/12/2018,2.10,154.50,152.40
09/13/2018,2.00,154.40,152.40
09/14/2018,2.00,154.40,152.40
09/15/2018,2.60,155.00,152.40
09/16/2018,2.70,155.10,152.40
09/17/2018,5.70,158.10,152.40
09/18/2018,6.20,157.70,151.50
09/19/2018,6.00,157.70,151.70
09/20/2018,5.80,157.30,151.50
09/21/2018,4.90,157.30,152.40
09/22/2018,2.70,155.10,152.40
09/23/2018,4.80,157.20,152.40
09/24/2018,4.80,157.20,152.40
09/25/2018,4.90,157.30,152.40
09/26/2018,4.60,157.00,152.40
09/27/2018,4.80,157.20,152.40
09/28/2018,4.40,156.80,152.40
09/29/2018,5.30,157.00,151.70
09/30/2018,5.40,157.80,152.40
10/01/2018,4.50,156.90,152.40
10/02/2018,4.30,156.70,152.40
10/03/2018,4.30,156.70,152.40
10/04/2018,4.00,156.40,152.40
10/05/2018,2.70,155.10,152.40
10/06/2018,2.70,155.10,152.40
10/07/2018,2.70,155.10,152.40
10/08/2018,2.70,155.10,152.40
10/09/2018,2.50,154.90,152.40
10/10/2018,2.50,154.90,152.40
10/11/2018,2.80,155.30,152.50
10/12/2018,2.80,155.30,152.50
10/13/2018,4.60,156.30,151.70
10/14/2018,3.00,155.60,152.60
10/15/2018,2.00,154.60,152.60
10/16/2018,2.70,155.30,152.60
10/17/2018,7.50,81.40,73.90
10/18/2018,4.50,78.40,73.90
10/19/2018,3.30,77.20,73.90
08/21/2019,1.77,80.92,79.15
08/22/2019,1.77,80.92,79.15
08/23/2019,1.77,80.92,79.15
08/24/2019,1.77,80.92,79.15
08/25/2019,1.77,80.92,79.15
08/26/2019,1.83,80.98,79.15
08/27/2019,1.95,81.10,79.15
08/28/2019,2.30,81.45,79.15
08/29/2019,2.31,81.46,79.15
08/30/2019,2.31,81.46,79.15
08/31/2019,2.31,81.46,79.15
09/01/2019,2.31,81.46,79.15
09/02/2019,6.05,85.20,79.15
09/03/2019,6.95,86.10,79.15
09/04/2019,7.40,86.55,79.15
09/05/2019,7.65,86.80,79.15
09/06/2019,14.30,88.80,74.50
09/07/2019,14.94,89.29,74.35
09/08/2019,15.50,89.85,74.35
09/09/2019,15.78,89.63,73.85
09/10/2019,15.90,89.75,73.85
09/11/2019,16.02,89.87,73.85
09/12/2019,15.76,89.61,73.85
09/13/2019,17.35,91.20,73.85
09/14/2019,14.77,88.61,73.84
09/15/2019,13.77,87.62,73.85
09/16/2019,3.15,77.00,73.85
09/26/2019,0.15,81.65,81.50
09/27/2019,5.65,81.85,76.20
09/28/2019,6.61,82.78,76.17
09/29/2019,8.78,82.66,73.88
09/30/2019,8.58,82.46,73.88
10/01/2019,8.54,82.42,73.88
10/02/2019,8.37,82.25,73.88
10/03/2019,8.84,82.73,73.89
10/04/2019,10.36,84.25,73.89
10/05/2019,3.47,77.36,73.89
05/10/2020,1.94,75.96,74.02
05/22/2020,8.37,82.22,73.85
05/23/2020,9.92,83.77,73.85
05/24/2020,11.73,85.58,73.85
05/25/2020,10.69,84.54,73.85
05/26/2020,9.97,83.82,73.85
05/27/2020,8.02,81.88,73.86
05/30/2020,11.60,85.57,73.97
05/31/2020,16.96,90.91,73.95
06/01/2020,17.35,91.30,73.95
06/02/2020,19.47,93.42,73.95
06/03/2020,19.51,93.47,73.96
06/04/2020,19.67,93.62,73.95
06/05/2020,19.37,93.33,73.96
06/06/2020,19.50,93.45,73.95
06/07/2020,19.41,93.36,73.95
06/08/2020,19.50,93.43,73.93
06/09/2020,19.65,93.60,73.95
06/10/2020,19.38,93.33,73.95
06/11/2020,19.63,93.59,73.96
06/12/2020,1.34,154.13,152.79
06/12/2020,20.61,94.57,73.96
06/13/2020,2.49,155.00,152.51
06/13/2020,20.54,94.50,73.96
06/14/2020,2.77,155.25,152.48
06/14/2020,21.28,95.24,73.96
06/15/2020,4.60,155.77,151.17
06/15/2020,21.34,95.30,73.96
06/16/2020,3.83,156.00,152.17
06/16/2020,21.01,94.97,73.96
06/17/2020,4.00,156.10,152.10
06/17/2020,22.04,96.00,73.96
06/18/2020,3.65,156.10,152.45
06/18/2020,22.15,96.10,73.95
06/19/2020,5.70,157.00,151.30
06/19/2020,22.18,96.13,73.95
06/20/2020,5.57,157.21,151.64
06/20/2020,22.60,96.55,73.95
06/21/2020,4.86,157.26,152.40
06/21/2020,22.53,96.48,73.95
06/22/2020,4.85,157.27,152.42
06/22/2020,22.57,96.52,73.95
06/23/2020,5.13,157.28,152.15
06/23/2020,22.35,96.30,73.95
06/24/2020,5.42,157.52,152.10
06/24/2020,22.35,96.30,73.95
06/25/2020,5.90,158.00,152.10
06/25/2020,22.53,96.48,73.95
06/26/2020,6.30,158.40,152.10
06/26/2020,22.79,96.75,73.96
06/27/2020,6.43,158.20,151.77
06/27/2020,22.35,96.30,73.95
06/28/2020,6.73,158.35,151.62
06/28/2020,22.77,96.72,73.95
06/29/2020,6.75,158.35,151.60
06/29/2020,22.79,96.75,73.96
06/30/2020,6.83,158.45,151.62
06/30/2020,22.79,96.74,73.95
07/01/2020,6.09,158.54,152.45
07/01/2020,22.81,96.76,73.95
07/02/2020,6.41,158.00,151.59
07/02/2020,0.50,133.50,133.00
07/02/2020,23.20,97.15,73.95
07/03/2020,6.46,158.36,151.90
07/03/2020,0.40,132.36,131.96
07/03/2020,23.18,97.13,73.95
07/04/2020,6.57,158.57,152.00
07/04/2020,0.35,132.28,131.93
07/04/2020,23.21,97.16,73.95
07/05/2020,6.20,158.60,152.40
07/05/2020,0.38,132.28,131.90
07/05/2020,23.17,97.12,73.95
07/06/2020,6.38,158.10,151.72
07/06/2020,23.55,97.40,73.85
07/07/2020,6.85,158.47,151.62
07/07/2020,23.72,97.56,73.84
07/08/2020,5.84,158.29,152.45
07/08/2020,1.32,133.97,132.65
07/08/2020,23.74,97.58,73.84
07/08/2020,0.60,66.45,65.85
07/09/2020,6.63,158.73,152.10
07/09/2020,1.05,133.75,132.70
07/09/2020,23.64,97.48,73.84
07/09/2020,1.10,65.30,64.20
07/10/2020,7.58,158.98,151.40
07/10/2020,2.34,134.27,131.93
07/10/2020,23.68,97.52,73.84
07/10/2020,1.10,64.53,63.43
07/10/2020,1.50,56.00,54.50
07/11/2020,8.57,159.96,151.39
07/11/2020,3.14,135.05,131.91
07/11/2020,23.64,97.48,73.84
07/11/2020,3.54,66.97,63.43
07/11/2020,2.00,56.50,54.50
07/12/2020,7.67,158.96,151.29
07/12/2020,3.42,135.35,131.93
07/12/2020,23.81,97.65,73.84
07/12/2020,4.42,67.20,62.78
07/12/2020,0.29,60.65,60.36
07/12/2020,1.86,56.36,54.50
07/13/2020,7.69,159.06,151.37
07/13/2020,3.76,135.68,131.92
07/13/2020,23.96,97.80,73.84
07/13/2020,5.59,68.97,63.38
07/13/2020,0.65,61.01,60.36
07/13/2020,2.11,56.61,54.50
07/14/2020,6.53,157.79,151.26
07/14/2020,3.78,135.70,131.92
07/14/2020,34.49,97.80,63.31
07/14/2020,0.68,60.99,60.31
07/14/2020,2.03,56.54,54.51
07/15/2020,7.71,159.00,151.29
07/15/2020,3.29,135.21,131.92
07/15/2020,34.44,97.82,63.38
07/15/2020,0.18,60.55,60.37
07/15/2020,1.88,56.39,54.51
07/16/2020,7.54,158.94,151.40
07/16/2020,2.71,134.62,131.91
07/16/2020,34.80,98.18,63.38
07/16/2020,0.41,60.98,60.57
07/16/2020,1.60,56.11,54.51
07/17/2020,7.79,159.07,151.28
07/17/2020,2.66,134.58,131.92
07/17/2020,35.02,98.40,63.38
07/17/2020,0.58,61.08,60.50
07/17/2020,1.73,56.22,54.49
07/18/2020,7.69,159.07,151.38
07/18/2020,2.48,134.40,131.92
07/18/2020,34.65,98.40,63.75
07/18/2020,0.63,61.00,60.37
07/18/2020,1.90,56.40,54.50
07/19/2020,7.37,158.77,151.40
07/19/2020,1.59,133.51,131.92
07/19/2020,35.18,98.38,63.20
07/19/2020,0.63,61.00,60.37
07/19/2020,1.99,56.47,54.48
07/20/2020,7.81,159.10,151.29
07/20/2020,0.35,132.27,131.92
07/20/2020,35.34,98.65,63.31
07/20/2020,0.24,60.61,60.37
07/20/2020,1.75,56.25,54.50
07/21/2020,7.82,159.10,151.28
07/21/2020,35.50,98.71,63.21
07/21/2020,0.80,61.12,60.32
07/21/2020,2.06,56.56,54.50
07/22/2020,7.78,159.07,151.29
07/22/2020,35.36,98.66,63.30
07/22/2020,0.42,60.91,60.49
07/22/2020,1.56,56.05,54.49
07/23/2020,7.42,158.83,151.41
07/23/2020,32.88,96.25,63.37
07/23/2020,0.42,60.90,60.48
07/23/2020,1.54,56.04,54.50
07/24/2020,6.63,158.23,151.60
07/24/2020,32.22,95.60,63.38
07/24/2020,1.45,55.95,54.50
07/25/2020,5.41,157.79,152.38
07/25/2020,11.82,75.20,63.38
07/25/2020,1.41,55.91,54.50
07/31/2020,4.45,156.96,152.51
08/01/2020,5.20,157.50,152.30
08/02/2020,5.82,158.30,152.48
08/03/2020,5.98,158.28,152.30
08/04/2020,6.09,158.44,152.35
08/05/2020,7.50,159.10,151.60
08/06/2020,7.42,159.01,151.59
08/07/2020,7.90,159.50,151.60
08/07/2020,12.25,93.60,81.35
08/08/2020,7.56,159.06,151.50
08/08/2020,18.89,92.84,73.95
08/09/2020,8.36,159.80,151.44
08/09/2020,19.95,93.90,73.95
08/10/2020,7.70,159.08,151.38
08/10/2020,20.25,94.20,73.95
08/11/2020,8.27,159.67,151.40
08/11/2020,19.87,93.82,73.95
08/12/2020,8.20,159.70,151.50
08/12/2020,20.77,94.72,73.95
08/13/2020,8.37,159.59,151.22
08/13/2020,21.94,95.89,73.95
08/14/2020,8.40,159.64,151.24
08/14/2020,22.01,95.96,73.95
08/15/2020,8.37,159.58,151.21
08/15/2020,21.96,95.91,73.95
08/16/2020,7.90,159.10,151.20
08/16/2020,21.92,95.87,73.95
08/17/2020,7.89,159.10,151.21
08/17/2020,21.69,95.65,73.96
08/18/2020,8.32,159.56,151.24
08/18/2020,21.82,95.77,73.95
08/19/2020,8.24,159.45,151.21
08/19/2020,1.90,134.76,132.86
08/19/2020,21.90,95.81,73.91
08/20/2020,8.20,159.41,151.21
08/20/2020,2.46,135.30,132.84
08/20/2020,21.80,95.75,73.95
08/21/2020,8.15,159.36,151.21
08/21/2020,3.12,135.82,132.70
08/21/2020,22.44,96.39,73.95
08/22/2020,8.23,159.44,151.21
08/22/2020,3.25,135.94,132.69
08/22/2020,22.96,96.91,73.95
08/23/2020,7.79,159.00,151.21
08/23/2020,3.24,135.92,132.68
08/23/2020,22.97,96.92,73.95
08/24/2020,7.77,158.98,151.21
08/24/2020,3.62,135.59,131.97
08/24/2020,23.96,97.92,73.96
08/25/2020,8.08,159.32,151.24
08/25/2020,3.49,135.46,131.97
08/25/2020,23.56,97.51,73.95
08/26/2020,7.38,158.59,151.21
08/26/2020,2.17,134.14,131.97
08/26/2020,23.47,97.42,73.95
08/27/2020,7.71,158.95,151.24
08/27/2020,1.90,133.88,131.98
08/27/2020,33.14,97.31,64.17
08/28/2020,7.75,158.95,151.20
08/28/2020,1.89,133.87,131.98
08/28/2020,33.10,97.27,64.17
08/29/2020,8.07,159.32,151.25
08/29/2020,2.48,134.45,131.97
08/29/2020,33.06,97.21,64.15
08/29/2020,1.23,55.84,54.61
08/30/2020,7.68,158.89,151.21
08/30/2020,2.63,134.55,131.92
08/30/2020,32.87,97.06,64.19
08/30/2020,1.39,56.00,54.61
08/31/2020,7.77,158.98,151.21
08/31/2020,2.59,134.51,131.92
08/31/2020,32.98,96.95,63.97
08/31/2020,0.03,60.38,60.35
08/31/2020,1.44,56.05,54.61
09/01/2020,7.59,158.88,151.29
09/01/2020,2.98,134.95,131.97
09/01/2020,32.94,96.91,63.97
09/01/2020,0.08,60.44,60.36
09/01/2020,1.43,56.04,54.61
09/02/2020,7.35,158.80,151.45
09/02/2020,0.99,133.12,132.13
09/02/2020,30.85,94.80,63.95
09/02/2020,0.04,60.40,60.36
09/02/2020,1.25,55.86,54.61
09/03/2020,7.37,158.88,151.51
09/03/2020,1.81,133.95,132.14
09/03/2020,31.28,95.23,63.95
09/03/2020,0.05,60.41,60.36
09/03/2020,1.26,55.86,54.60
09/04/2020,6.83,158.92,152.09
09/04/2020,2.27,134.22,131.95
09/04/2020,31.69,95.64,63.95
09/04/2020,0.07,60.43,60.36
09/04/2020,1.90,56.50,54.60
09/05/2020,7.88,159.40,151.52
09/05/2020,2.29,134.25,131.96
09/05/2020,31.55,95.50,63.95
09/05/2020,0.09,60.44,60.35
